recipe_code_main,l1_rar
RC40440,0.011769076956210212
RC40440-SP-1,-0.00018066491176194077
RC40440-SP-2,0.07150601600454043
RC40440-SP-3,-0.05890119838152086
RC40968,-0.009114407059887752
RC41435,-0.003922833348251165
RC41664,0.004117290924210204
RC41713,0.005048167036926232
RC42115,0.021543155448497275
RC42785,0.05043596362468916
RC42785-SP-1,-0.5189292216435131
RC43108,-0.016365854398491253
RC43136,0.02562158370352452
RC43366,0.014863682976157477
RC43378,-0.02733987873937682
RC44449,0.03562411550908884
RC44466,0.020893127265372513
RC44472,0.011423772939306964
RC44661,-0.002553385462218394
RC44664,0.005165140624271425
RC44720,0.028875897685253227
RC44984,-0.028659801645553262
RC44987,-0.010097381808521377
RC45054,0.00199663861487398
RC46370,-0.06351969670315682
RC46803,0.04453623179618171
RC47158,0.04297920743872363
RC47844,-0.02898086279360046
RC47844-SP-1,-0.030395535048022948
RC47846,0.013234512020851907
RC47846-SP-1,0.020136852060097965
RC48181,0.0012731512087567065
RC48181-SP-2,0.1775661048102961
RC48438,-0.018429668619559525
RC48438-SP-1,-0.04088050420739753
RC48464,0.0008880608280550373
RC48464-SP-1,0.06891012096469362
RC48538,0.030159302458083292
RC48553,-0.0036590111542429415
RC48553-SP-1,0.15968573101863415
RC48924,0.0004493452188978342
RC49146,0.020675904983802784
RC49146-SP-2,-0.049956700677839194
RC49167,0.03144218434026014
RC49167-SP-1,0.18595147690409775
RC49383,0.01662512517242809
RC49416,0.023103335677509218
RC49434,0.02708456726777131
RC49434-SP-1,-0.016301437060648016
RC49445,0.01900461244417362
RC49445-DP-1,0.0478930138280802
RC49446,0.02041151856721246
RC49446-SP-1,0.0074416393310445805
RC49451,-0.012467721134840293
RC49451-DP-1,-0.15742529186954246
RC50138,0.055251578404088786
RC50183,0.02868509801028374
RC50446,0.003971514155135303
RC50505,-0.019695483538867076
RC50932,0.00538227301736427
RC51108,0.004644259223555158
RC51194,0.007748476031568252
RC51194-SP-1,-0.018516528683487743
RC51194-SP-2,-0.20169714461678312
RC51200,-0.043896087813953155
RC51200-SP-1,-0.14647602590959485
RC51460,0.011504468298722426
RC51561,-0.01039739067629275
RC51561-SP-1,-0.005633155986001337
RC51649,-0.010330724562273463
RC52270,0.007350260381528306
RC52270-SP-1,0.08552530136373337
RC52271,-0.014163612644273571
RC52271-SP-1,-0.04022865987516189
RC52575,-0.0020268441689165195
RC52575-SP-1,-0.08680285678967958
RC52585,-0.05523290869755648
RC52585-SP-1,-0.004819912183957165
RC52745,-0.018092091639299812
RC52877,0.016018207475653412
RC52879,0.01172956006226622
RC52879-DP-1,0.07265391376661068
RC53028,-0.015389548252231933
RC53411,0.0032669272184226994
RC53411-SP-1,-0.01238452049165406
RC53666,0.02633466092305814
RC53727,0.02024396054906208
RC53727-SP-1,-0.011528372335378956
RC53864,0.049751273423943365
RC53864-SP-1,-0.026720080923574585
RC53873,-0.03491746978505539
RC54128,-0.011162190677953543
RC54217,-0.01803455617264771
RC54217-SP-1,-0.01702560238177675
RC54217-SP-2,-0.01945013776376281
RC54397,-0.026611238896049993
RC54397-SP-1,-0.043364875871651276
RC54429,0.006895631373680766
RC54429-SP-1,0.09002807301103699
RC54568,0.006017757498062215
RC54810,0.0025718409439512424
RD153338,-0.015514107623113671
RD153499,-0.02018586614963891
RD154134,0.0116077282366287
RD158370,0.0832726553234917
RD159195,-0.025679053366350568
RD29695,-0.0005617914814030067
RD36175,0.008357590027781248
RD44772,0.05448434579674033
RD45052,-0.005470521318396537
RD45068,-0.028511278360497827
